check,passed,severity,detail
v2_21b_status_expected,True,critical,TARGETED_MARKET_ACQUISITION_RAW_VALIDATION_COMPLETED_COLOMBIA_SINGAPORE_RAW_SOURCES_AVAILABLE_NO_DATASET_CHANGES_SCORING_DEFERRED
v2_21b_acquisition_decision_expected,True,critical,RAW_SOURCES_AVAILABLE_FOR_CANDIDATE_EXTRACTION_DRY_RUN
v2_21b_approved_for_next_phase,True,critical,approved_for_next_phase=True
operational_base_rows_expected,True,critical,operational_rows=42708
operational_base_sha_expected,True,critical,892aaadd2fb87026fa63a935534afe851cbadfb420d48f28b90fd6aedd3f0127
rollback_rows_expected,True,critical,rollback_rows=38287
rollback_sha_expected,True,critical,cf88f95efc0f8c9dd58a1a00dc755db1aca7a713bc799eebc8ce6a0bda5f353f
schema_column_count_expected,True,critical,columns=33
successful_raw_sources_available,True,critical,successful_raw_sources=4
candidate_extraction_attempted,True,critical,candidate extraction attempted from v2.21B raw files
dedup_dry_run_performed,True,critical,dedup dry run performed against operational base
new_candidates_extracted,True,warning,accepted_new_candidates=3
projected_rows_under_ceiling,True,critical,projected_rows=42711;ceiling=45000
operational_base_not_modified,True,critical,operational base SHA unchanged
candidate_output_is_dry_run_only,True,critical,no rebuild/promotion/pointer update in v2.21C
expanded_rebuild_not_performed,True,critical,expanded_rebuild_performed=False
canonical_dataset_not_modified,True,critical,canonical_dataset_modified=False
active_canonical_not_replaced,True,critical,active_canonical_replaced=False
pointer_update_not_performed,True,critical,pointer_update_performed=False
scoring_not_authorized,True,critical,scoring_authorized=False
openai_not_called,True,critical,openai_called=False
broker_not_called,True,critical,broker_called=False
full59k_not_launched,True,critical,full59k_universe_launched=False
